Running 360 combos (PILOT D2 only)...
[  1/360] vmr-ema30-te0-sk0.5-tc20           d2=   2278.0 trd=  70  eta=4.1min
[  2/360] vmr-ema30-te0-sk0.5-tc30           d2=   1547.5 trd=  63  eta=4.0min
[  3/360] vmr-ema30-te0-sk0.5-tc50           d2=  -2416.5 trd=   8  eta=4.1min
[  4/360] vmr-ema30-te0-sk1.0-tc20           d2=   1969.0 trd=  70  eta=4.1min
[  5/360] vmr-ema30-te0-sk1.0-tc30           d2=   1555.5 trd=  63  eta=4.0min
[  6/360] vmr-ema30-te0-sk1.0-tc50           d2=  -2416.5 trd=   8  eta=4.0min
[  7/360] vmr-ema30-te0-sk1.5-tc20           d2=   1969.0 trd=  70  eta=3.9min
[  8/360] vmr-ema30-te0-sk1.5-tc30           d2=   1548.5 trd=  63  eta=3.9min
[  9/360] vmr-ema30-te0-sk1.5-tc50           d2=  -2416.5 trd=   8  eta=3.9min
[173/360] vmr-ema50-te4-sk2.0-tc30           d2=  -2105.5 trd=  11  eta=2.1min
[174/360] vmr-ema50-te4-sk2.0-tc50           d2=  -2105.5 trd=  11  eta=2.1min
[175/360] vmr-ema50-te4-sk2.5-tc20           d2=  -2116.5 trd=  11  eta=2.1min
[176/360] vmr-ema50-te4-sk2.5-tc30           d2=  -2116.5 trd=  11  eta=2.1min
[177/360] vmr-ema50-te4-sk2.5-tc50           d2=  -2116.5 trd=  11  eta=2.1min
[178/360] vmr-ema50-te4-sk3.0-tc20           d2=  -2003.0 trd=  11  eta=2.0min
[179/360] vmr-ema50-te4-sk3.0-tc30           d2=  -2003.0 trd=  11  eta=2.0min
[180/360] vmr-ema50-te4-sk3.0-tc50           d2=  -2003.0 trd=  11  eta=2.0min
[181/360] vmr-ema80-te0-sk0.5-tc20           d2=  -1920.0 trd=  14  eta=2.0min
[182/360] vmr-ema80-te0-sk0.5-tc30           d2=   2837.5 trd=   4  eta=2.0min
[183/360] vmr-ema80-te0-sk0.5-tc50           d2=  -2623.5 trd=  42  eta=2.0min
[184/360] vmr-ema80-te0-sk1.0-tc20           d2=  -1920.0 trd=  14  eta=2.0min
[185/360] vmr-ema80-te0-sk1.0-tc30           d2=   2837.5 trd=   4  eta=2.0min
[186/360] vmr-ema80-te0-sk1.0-tc50           d2=  -2620.5 trd=  42  eta=1.9min
